"","NAME","PERMIT_NO","ADDRESS","CITY","ZIP_CODE","PHONE","CONTACT","PUMPS","CNG_DEV","CPCODE","CPNAME","ACREAGE","SHAPE_AREA","SHAPE_LEN","latitude","longitude"
"405","KELLY & ASSOCIATES",1748,"3757 BANCROFT DR","SPRING VALLEY",91977,"462-7772",NA,1,0,NA,NA,NA,NA,NA,-117.001541112162,32.7473808171886
"406","KWIK STOP",14332,"1140 E MISSION AVE","ESCONDIDO",92025,"760 739-8785","RAHIB, NABEEL",18,0,NA,NA,NA,NA,NA,-117.071000057182,33.1361919831585
"407","LA CIMA OIL #256898",4151,"5040 EL CAJON BLVD","SAN DIEGO",92115,"265-2379",NA,32,0,58,"MID-CITY:KENSINGTON-TALMADGE",1156.7904467,50389965.153,32385.5998705,-117.08599276789,32.7572175524432
"408","LA JOLLA 76",3426,"801 PEARL ST","LA JOLLA",92037,"454-7600",NA,28,0,10,"LA JOLLA",5718.59815526,249104798.017,87358.6662548,-117.274481105355,32.8397518637467
"409","LAKE MORENA COUNTRY MARKET",13934,"29801 OAK DR","CAMPO",91906,"619-478-9067",NA,12,0,NA,NA,NA,NA,NA,-116.505139567373,32.6792326454544
"410","MARKET ST REAL ESTATE HOLDINGS, LLC",15819,"1606 MARKET ST STE 915","SAN DIEGO",92101,NA,NA,24,0,4,"DOWNTOWN",1516.21502084,66053186.5307,55781.5643997,-117.149003738637,32.7118243360293
"411","MARVIN K. BROWN AUTO CENTER",4166,"1441 CAM DEL RIO S","SAN DIEGO",92108,"619-291-2040",NA,1,0,19,"MISSION VALLEY",3215.64828623,140082535.581,89502.8557087,-117.148932492942,32.765567214679
"412","MEGA-FUEL & SUBWY",14366,"7153 CLAIREMONT MESA BLVD","SAN DIEGO",92111,"858 565-7133",NA,40,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.163074950635,32.8322351872374
"413","MOBIL FAIRBANKS RANCH MOBIL",11082,"16095 SAN DIEGUITO RD","RANCHO SANTA",92067,"619-759-9184",NA,40,0,NA,NA,NA,NA,NA,-117.196997894025,32.9914272352432
"414","MOBIL-BODY BEAUTIFUL CAR WASH INC",3642,"2045 PACIFIC HIGHWY","SAN DIEGO",92101,"619-563-5566",NA,40,0,4,"DOWNTOWN",1516.21502084,66053186.5307,55781.5643997,-117.171442591936,32.7251831604085
"415","MOBIL-BODY BEAUTIFUL CAR WASH INC",6718,"4282 CAM DEL RIO N","SAN DIEGO",92108,"619-563-5566",NA,40,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.102365599454,32.7802620153527
"416","MOBIL-TONY'S",4168,"801 S SANTA FE AVE","VISTA",92083,"760-726-4990",NA,18,0,NA,NA,NA,NA,NA,-117.235743649789,33.1941754792968
"417","MOHSEN OIL INC",12638,"628 S COAST HIGHWY","OCEANSIDE",92054,"760 945-7222",NA,42,0,NA,NA,NA,NA,NA,-117.373280679341,33.1889171493603
"418","NATION'S RENTS",11599,"3860 SHERMAN ST","SAN DIEGO",92110,"619-298-9846",NA,4,0,14,"MIDWAY-PACIFIC HIGHWAY",918.44193686,39555950.1191,48087.3721621,-117.207163462811,32.7571193926422
"419","NEFF RENTAL",5006,"955 W MISSION AVE","ESCONDIDO",92025,"760-747-6300",NA,2,0,NA,NA,NA,NA,NA,-117.09892010189,33.1254298610175
"420","NORTH PARK SERVICE CENTER",2252,"3001 EL CAJON BLVD","SAN DIEGO",92104,"619 284-3426",NA,24,0,28,"GREATER NORTH PARK",2253.69411336,98171624.1502,50884.2009183,-117.129958612408,32.7549452878127
"421","O'BRIEN STATION",2002,"310 ENCINITAS BLVD","ENCINITAS",92024,"760-753-1000",NA,40,0,NA,NA,NA,NA,NA,-117.284964726885,33.0486461370511
"422","OLYMPIC GASOLINE",11609,"1300 IMPERIAL BEACH BLVD","IMPERIAL BEAC",91932,"619-423-7770",NA,24,0,NA,NA,NA,NA,NA,-117.105397158483,32.576828571628
"423","ONE STOP AUTO TECH.",12442,"9605 CARLTON HILLS BLVD","SANTEE",92071,"619-448-6116",NA,8,0,NA,NA,NA,NA,NA,-116.998428655092,32.8522993830493
"424","P.B. SPIRIT GAS",14408,"1885 GARNET AVE","SAN DIEGO",92109,"619 917-2821",NA,24,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.235611375056,32.800655219754
"425","PACIFIC BEACH FUELS",2979,"4404 INGRAHAM ST","SAN DIEGO",92109,"858-274-6834",NA,24,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.240725075729,32.7981457440459
"426","PALA VISTA GAS STATION/KEY LEE",2798,"29200 VALLEY CENTER RD","VALLEY CENTER",92082,"760-749-1104",NA,24,0,NA,NA,NA,NA,NA,-117.024530635698,33.2315300325199
"427","PKWY EXPRESS GAS/WESTINVEST",2074,"1296 W VALLEY PKWY","ESCONDIDO",92029,"619-297-5553",NA,37,0,NA,NA,NA,NA,NA,-117.101424682595,33.1144143452686
"428","PEARSON FORD FUELS",13880,"4067 EL CAJON BLVD","SAN DIEGO",92105,NA,"LISA PIETILA/BUSINESS MGR",38,0,56,"MID-CITY:CITY HEIGHTS",2935.50927873,127870892.422,53479.7643387,-117.107501145409,32.7543355250943
"429","PENSKE TRUCK LEASING",14001,"8750 PRODUCTION AVE","SAN DIEGO",92121,"610 775-6471",NA,2,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.166199540979,32.8843998766856
"430","PENSKE TRUCK LEASING CO.",3588,"4285 CAM DEL RIO S","SAN DIEGO",92108,NA,NA,3,0,19,"MISSION VALLEY",3215.64828623,140082535.581,89502.8557087,-117.101893366679,32.7776913010197
"431","PETROMERICA",6322,"1548 F ST","SAN DIEGO",92101,"619-235-8751",NA,24,0,4,"DOWNTOWN",1516.21502084,66053186.5307,55781.5643997,-117.149812637512,32.7139928670241
"432","PLAVAN COMMERCIAL FUELING",10996,"321 QUINCE ST S","ESCONDIDO",92025,"858 974-7666",NA,23,0,NA,NA,NA,NA,NA,-117.087090012899,33.1159278410762
"433","PLAVAN COMMERCIAL FUELING",13205,"9690 BLACK MTN RD","SAN DIEGO",92126,NA,NA,3,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.123218782057,32.8988194909276
"434","POINT LOMA GAS AND MARKET",14479,"4792 POINT LOMA AVE","SAN DIEGO",92107,"619 222-1500","GHALIB MCKANY",20,0,23,"OCEAN BEACH",641.45056657,27941631.7469,37944.3610656,-117.254472430404,32.7364849008477
"435","QUICK TRIP FUEL MARKET",14770,"596 N MOLLISON AVE","EL CAJON",92021,"619-441-3340",NA,56,0,NA,NA,NA,NA,NA,-116.951462731333,32.8024991858564
"436","QUIK KORNER DELI",13412,"2015 E VALLEY PKWY","ESCONDIDO",92027,NA,NA,24,0,NA,NA,NA,NA,NA,-117.051214051504,33.1373672676149
"437","QWIK KORNER GAS #3",13389,"9663 CAMPO RD","SPRING VALLEY",91977,NA,NA,24,0,NA,NA,NA,NA,NA,-116.988196097698,32.747698799793
"438","RAM 99*",4624,"407 EL CAJON BLVD","EL CAJON",92020,"619447-6812",NA,16,0,NA,NA,NA,NA,NA,-116.971175268093,32.7910635809079
"439","RAMCO PETROLEUM #3",15584,"447 TECATE RD","TECATE",91980,"619 478-9343",NA,30,0,NA,NA,NA,NA,NA,-116.628063963859,32.5787931670019
"440","RANCHO BERNARDO SHELL",15837,"12507 RANCHO BERNARDO RD","SAN DIEGO",92128,"858-487-2505",NA,28,0,31,"RANCHO BERNARDO",6582.52496453,286763101.68,82435.4989635,-117.060386974995,33.0183393163418
"441","REBEL RENTS, INC.",3794,"142 W MISSION AVE","ESCONDIDO",92025,NA,NA,2,0,NA,NA,NA,NA,NA,-117.086529238864,33.1305901751207
"442","REVCO GAS",7047,"303 JAMACHA RD","EL CAJON",92019,"619-579-2473","REVA ENTERPRISES, INC.",28,0,NA,NA,NA,NA,NA,-116.933108107743,32.7924430727013
"443","ROUTE 66",15628,"3535 INDIA ST","SAN DIEGO",92103,"619-296-4673",NA,24,0,42,"UPTOWN",2646.93163314,115753599.083,61250.8361473,-117.177788394568,32.7397322892809
"444","ROUTE 66",15050,"6936 LINDA VISTA RD","SAN DIEGO",92111,"858-505-0081","GREG LAMB",27,0,12,"LINDA VISTA",2732.27635866,119018237.81,61745.5248429,-117.170686505706,32.7863357870893
"445","RYDER TRUCK RENTAL",5579,"5345 OVERLAND AVE","SAN DIEGO",92123,"565-8517",NA,3,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.129962280538,32.8324937912056
"446","SHELL",14742,"2485 CORONADO AVE","SAN DIEGO",92154,NA,NA,24,0,25,"OTAY MESA-NESTOR",5367.82083453,233822275.552,95210.7085828,-117.080088184772,32.5760559446241
"447","SHELL",10829,"4925 SPRING ST","LA MESA",91941,"519-662-2727",NA,32,0,NA,NA,NA,NA,NA,-117.021995560404,32.7685790197157
"448","SHELL",13387,"2075 BALBOA AVE","SAN DIEGO",92109,"858 272-2844",NA,36,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.231725505973,32.8000598467364
"449","SHELL - EL NORTE SHELL GAS & CAR WASH",14568,"615 W EL NORTE PKWY","ESCONDIDO",92026,"760-489-2665",NA,52,0,NA,NA,NA,NA,NA,-117.101689443451,33.1453685315248
"450","SHELL - OTAY MESA SHELL",14216,"2310 ROLL DR","SAN DIEGO",92154,"619-661-6098","SHAHIN EDALATDJU",36,0,26,"OTAY MESA",9316.12916262,405811314.107,105906.774574,-116.938165835206,32.5558358269798
"451","SHELL- LAKE MURRAY",13411,"5302 LAKE MURRAY BLVD","LA MESA",91942,"619-462-6722","MILLENNIUM PACIFIC DEVELOPME",28,0,NA,NA,NA,NA,NA,-117.045362668293,32.7755753356674
"452","SHELL -MIDWY",14671,"3425 MIDWY DR","SAN DIEGO",92110,"619 758-1412",NA,40,0,14,"MIDWAY-PACIFIC HIGHWAY",918.44193686,39555950.1191,48087.3721621,-117.212785989949,32.750283702897
"453","SHELL OF POWY",13781,"13341 POWY RD","POWY",92064,"858-748-6504","GABRIEL",28,0,NA,NA,NA,NA,NA,-117.041490126469,32.95613405204
"454","SHELL OIL PRODUCTS US #120520",13043,"1145 S 28TH ST","SAN DIEGO",92113,"602.468.6944",NA,28,0,2,"BARRIO LOGAN",551.69622779,24031887.8004,41958.6535406,-117.133510406762,32.6942792053003
"455","SHELL OIL PRODUCTS US #120561",9710,"12174 CARMEL MTN RD","SAN DIEGO",92128,"602-468-6944",NA,40,0,3,"CARMEL MOUNTAIN RANCH",1522.7694068,66331835.3361,36137.232132,-117.07598884414,32.9853169078164
"456","SHELL OIL PRODUCTS US #120574",7944,"12507 RANCHO BERNARDO RD","SAN DIEGO",92128,"858-487-2505",NA,28,0,31,"RANCHO BERNARDO",6582.52496453,286763101.68,82435.4989635,-117.060386974995,33.0183393163418
"457","SHELL OIL PRODUCTS US #120588",3807,"1295 3RD AVE","CHULA VISTA",91911,"602-468-6944",NA,28,0,NA,NA,NA,NA,NA,-117.066189008954,32.6071798574657
"458","SHELL OIL PRODUCTS US #120878",4329,"210 S MELROSE AVE","VISTA",92081,"602-468-6944",NA,28,0,NA,NA,NA,NA,NA,-117.25310569662,33.1934954918558
"459","SHELL OIL PRODUCTS US #120881",6255,"2110 W MISSION RD","ESCONDIDO",92029,"760-737-8586",NA,28,0,NA,NA,NA,NA,NA,-117.122729073869,33.1310296928113
"460","SHELL OIL PRODUCTS US #120987",7799,"2435 OTAY CENTER DR","SAN DIEGO",92154,"602-468-6944",NA,28,0,26,"OTAY MESA",9316.12916262,405811314.107,105906.774574,-116.942154630066,32.5546361139138
"461","SHELL OIL PRODUCTS US #121073",2066,"3015 DEL MAR HEIGHTS RD","SAN DIEGO",92130,"602-468-6944",NA,40,0,21,"CARMEL VALLEY",4525.42412552,197127540.728,77310.6067786,-117.241033843157,32.9506439670161
"462","SHELL OIL PRODUCTS US #121091",2173,"314 E SAN YSIDRO BLVD","SAN DIEGO",92173,"602-468-6944",NA,28,0,33,"SAN YSIDRO",1862.29010478,81121357.007,44119.18566,-117.039662274766,32.5512578634592
"463","SHELL OIL PRODUCTS US #121180",3127,"3711 W CAM DEL RIO","SAN DIEGO",92110,"602-468-6944",NA,29,0,14,"MIDWAY-PACIFIC HIGHWAY",918.44193686,39555950.1191,48087.3721621,-117.204486375769,32.7542620904316
"464","SHELL OIL PRODUCTS US #121353",4175,"515 MAGNOLIA AVE","EL CAJON",92020,"602-468-6944",NA,28,0,NA,NA,NA,NA,NA,-116.961999619653,32.8011913886237
"465","SHELL OIL PRODUCTS US #121355",15239,"5151 N 70TH ST","LA MESA",91941,"619-463-3000",NA,27,0,NA,NA,NA,NA,NA,-117.046407277313,32.7727259731796
"466","SHELL OIL PRODUCTS US #121435",3065,"601 N 2ND ST","EL CAJON",92021,"602-468-6944",NA,48,0,NA,NA,NA,NA,NA,-116.935263447245,32.8024228389555
"467","SHELL OIL PRODUCTS US #121448",1925,"6125 BALBOA AVE","SAN DIEGO",92111,"602-468-6944",NA,28,0,6,"CLAIREMONT MESA",8539.17388935,371970138.828,91823.2606488,-117.175761903827,32.8198655113083
"468","SHELL OIL PRODUCTS US #121481",15815,"665 PALOMAR","CARLSBAD",92009,"760 438-3656",NA,30,0,NA,NA,NA,NA,NA,-117.324474715126,33.1217920493612
"469","SHELL OIL PRODUCTS US #121520",7279,"7180 BRDWY","LEMON GROVE",91945,"602-468-6944",NA,42,0,NA,NA,NA,NA,NA,-117.043253461012,32.7429515948052
"470","SHELL OIL PRODUCTS US #121557",4934,"7785 CLAIREMONT MESA BLVD","SAN DIEGO",92111,"602-468-6944",NA,28,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.153726517507,32.8323774740762
"471","SHELL OIL PRODUCTS US #121647",10637,"902 BRDWY","CHULA VISTA",91911,"602-468-6944",NA,34,0,NA,NA,NA,NA,NA,-117.084341530528,32.6168620890978
"472","SHELL OIL PRODUCTS US #121655",3063,"9090 DALLAS ST","LA MESA",91942,NA,"KIRK BROTEN 760-533-9258",28,0,NA,NA,NA,NA,NA,-117.002598820796,32.7927738213063
"473","SHELL OIL PRODUCTS US #121801",3218,"5465 MISSION CENTER RD","SAN DIEGO",92108,"602-468-6944",NA,32,0,19,"MISSION VALLEY",3215.64828623,140082535.581,89502.8557087,-117.153527496517,32.7739764088909
"474","SHELL OIL PRODUCTS US #135133",2558,"1145 CARLSBAD VILLAGE DR","CARLSBAD",92008,"760 729-1372",NA,24,0,NA,NA,NA,NA,NA,-117.341263989721,33.1635725443411
"475","SHELL OIL PRODUCTS US #135134",3829,"2590 EL CAM REAL","CARLSBAD",92008,"434-4189",NA,24,0,NA,NA,NA,NA,NA,-117.326209301139,33.1781221178048
"476","SHELL OIL PRODUCTS US #135250",6183,"2411 JAMACHA","EL CAJON",92019,"602-468-6944","ARS WEST LLC-KIRK BROTEN",30,0,NA,NA,NA,NA,NA,-116.927196193475,32.7457636678851
"477","SHELL OIL PRODUCTS US #135268",2848,"510 SANTA FE DR","ENCINITAS",92024,"471-6074",NA,36,0,NA,NA,NA,NA,NA,-117.280185998651,33.0366141503618
"478","SHELL OIL PRODUCTS US #135269",12381,"1355 ENCINITAS BLVD","ENCINITAS",92024,"760-753-7500",NA,32,0,NA,NA,NA,NA,NA,-117.260041388477,33.0455857286373
"479","SHELL OIL PRODUCTS US #135275",1438,"105 E VIA RANCHO PKWY","ESCONDIDO",92025,"602-468-6944",NA,36,0,NA,NA,NA,NA,NA,-117.067057508068,33.0682012142442
"480","SHELL OIL PRODUCTS US #135278",5460,"780 W EL NORTE PKWY","ESCONDIDO",92026,"602-468-6944",NA,30,0,NA,NA,NA,NA,NA,-117.103223159412,33.1472172130368
"481","SHELL OIL PRODUCTS US #135287",4048,"1205 S MAIN ST","FALLBROOK",92028,"602-468-6944",NA,34,0,NA,NA,NA,NA,NA,-117.25161385029,33.3707714603048
"482","SHELL OIL PRODUCTS US #135423",1909,"3810 MASSACHUSETTS AVE","LA MESA",91941,"602-468-6944",NA,24,0,NA,NA,NA,NA,NA,-117.043141960821,32.7466425173318
"483","SHELL OIL PRODUCTS US #135437",2121,"865 ORPHEUS","ENCINITAS",92024,"753-0077",NA,24,0,NA,NA,NA,NA,NA,-117.293241536606,33.0646060583737
"484","SHELL OIL PRODUCTS US #135898",15996,"4794 VOLTAIRE ST","SAN DIEGO",92107,"619-224-1900",NA,24,0,23,"OCEAN BEACH",641.45056657,27941631.7469,37944.3610656,-117.24275797324,32.7499918967014
"485","SHELL OIL PRODUCTS US #135904",2123,"2484 F ST","SAN DIEGO",92102,"271-9499",NA,24,0,8,"GREATER GOLDEN HILL",745.51826715,32475130.7948,29195.1594048,-117.140583054605,32.71403924679
"486","SHELL OIL PRODUCTS US #135913",4202,"2290 MOORE ST","SAN DIEGO",92110,"602-468-6944",NA,24,0,24,"OLD TOWN SAN DIEGO",274.8004298,11969776.3457,17987.2802808,-117.192783898744,32.7482396778771
"487","SHELL OIL PRODUCTS US #135918",2920,"330 WASHINGTON ST","SAN DIEGO",92103,"602-468-6944",NA,24,0,42,"UPTOWN",2646.93163314,115753599.083,61250.8361473,-117.161948609547,32.7502263763497
"488","SHELL OIL PRODUCTS US #135923",2542,"1330 MORENA BLVD","SAN DIEGO",92110,"602-468-6944",NA,30,0,12,"LINDA VISTA",2732.27635866,119018237.81,61745.5248429,-117.202701821535,32.7721162134114
"489","SHELL OIL PRODUCTS US #135927",3118,"7647 BALBOA AVE","SAN DIEGO",92111,"602-468-6944",NA,30,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.159425550332,32.8213690564412
"490","SHELL OIL PRODUCTS US #135929",4018,"2521 PACIFIC HIGHWY","SAN DIEGO",92101,"602-468-6944",NA,18,4,14,"MIDWAY-PACIFIC HIGHWAY",918.44193686,39555950.1191,48087.3721621,-117.17353590521,32.7299251874174
"491","SHELL OIL PRODUCTS US #135932",2125,"5401 UNIVERSITY AVE","SAN DIEGO",92105,"602-468-6944",NA,26,0,57,"MID-CITY:EASTERN AREA",3115.1057929,135693919.385,61687.0047213,-117.079119218869,32.7483501929474
"492","SHELL OIL PRODUCTS US #135933",2840,"9840 MIRAMAR RD","SAN DIEGO",92126,"602-468-6944",NA,48,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.117788065705,32.8940664107063
"493","SHELL OIL PRODUCTS US #135934",4044,"8345 MIRA MESA BLVD","SAN DIEGO",92126,"602-468-6944",NA,44,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.144547393852,32.9122909858098
"494","SHELL OIL PRODUCTS US #135935",2142,"3060 CARMEL VALLEY RD","SAN DIEGO",92130,"602-468-6944",NA,30,0,21,"CARMEL VALLEY",4525.42412552,197127540.728,77310.6067786,-117.240016880948,32.9335782509048
"495","SHELL OIL PRODUCTS US #135938",337,"9490 MIRA MESA BLVD","SAN DIEGO",92126,"602-468-6944",NA,48,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.121189727637,32.9176366840146
"496","SHELL OIL PRODUCTS US #135939",458,"11815 CARMEL MTN RD","SAN DIEGO",92128,"602-468-6944",NA,36,0,3,"CARMEL MOUNTAIN RANCH",1522.7694068,66331835.3361,36137.232132,-117.077426638459,32.9804270329714
"497","SHELL OIL PRODUCTS US #136241",1960,"145 N EMERALD DR","VISTA",92083,"602-468-6944",NA,36,0,NA,NA,NA,NA,NA,-117.279135901755,33.1895387641061
"498","SHELL OIL PRODUCTS US#121634",10674,"8920 MIRAMAR","SAN DIEGO",92126,"619 521-3200",NA,42,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.133019939596,32.8940633180701
"499","SHELL -VIPER WY SHELL",14491,"6695 MIRA MESA BLVD","SAN DIEGO",92121,"510-293-9150","SAROJ GOYAL",40,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.174636612876,32.9059616801562
"500","SHELL-52 & CONVOY",9953,"7740 COPLEY PARK PL","SAN DIEGO",92111,"619-234-7989",NA,52,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.152800347415,32.8366654178624
"501","SHELL-ACACIA GASOLINE & CAR WASH OF C.V",11148,"3861 VALLLEY CENTRE DR","SAN DIEGO",92130,"858-792-9009",NA,52,0,21,"CARMEL VALLEY",4525.42412552,197127540.728,77310.6067786,-117.230990991062,32.9372981787819
"502","SHELL-ALPINE SHELL",11620,"2235 ALPINE BLVD","ALPINE",91901,"619-778-8686",NA,26,0,NA,NA,NA,NA,NA,-116.765481551591,32.8351885411979
"503","SHELL-OLD GROVE SHELL",13753,"185 OLD GROVE RD, STE A","OCEANSIDE",92057,"760-967-7344","STEVE THOMAS OR JOE/STORE MG",40,0,NA,NA,NA,NA,NA,-117.308054311966,33.231975236406
"504","SHELL-WRIGHT FUEL STOP/SHELL",12226,"1494 CARRIZO GORGE RD","JACUMBA",91934,"619 766 4448",NA,26,0,NA,NA,NA,NA,NA,-116.166312790831,32.6345967812919
"505","SHUSTER OIL & CHEMICAL COMPANY, INC",3521,"635 W 3RD AVE","ESCONDIDO",92025,"760-745-0591",NA,8,0,NA,NA,NA,NA,NA,-117.072585226315,33.1225140968356
"506","SKS INC",6901,"1141 E ST","SAN DIEGO",92101,"858-530-1193",NA,8,0,4,"DOWNTOWN",1516.21502084,66053186.5307,55781.5643997,-117.154231945026,32.7144047593973
"507","SKS INC.",7116,"610 N 2ND ST","EL CAJON",92021,"858-530-1193",NA,12,0,NA,NA,NA,NA,NA,-116.936114363187,32.8024095372772
"508","SKS INC.",2708,"6350 MIRAMAR RD","SAN DIEGO",92121,"858-530-1193",NA,8,0,99,"UNIVERSITY",8676.16635746,377944307.934,116391.386355,-117.177435318274,32.8782933683681
"509","SKS INC.",2710,"620 S SANTA FE","VISTA",92084,"858-530-1193",NA,7,0,NA,NA,NA,NA,NA,-117.237791998033,33.1960896267367
"510","SKS,INC",5263,"9270 DOWDY DR","SAN DIEGO",92126,"858-530-1193",NA,16,0,15,"MIRA MESA",10729.0159538,467349981.008,107975.395374,-117.147284680785,32.8902693190903
"511","SKYLINE CONVENIENCE STORE - K.JAMIL",2324,"7346 SKYLINE DR","SAN DIEGO",92114,"266-1464",NA,36,0,44,"SKYLINE-PARADISE HILLS",4584.64108792,199707175.488,74959.3532478,-117.040711117592,32.7042712526732
"512","SOCO GROUP, INC., THE",2083,"145 VERNON WY","EL CAJON",92020,"619-440-8811",NA,58,0,NA,NA,NA,NA,NA,-116.963721836601,32.8121152411683
"513","SPEEDY MART",15295,"1791 N 2ND ST","EL CAJON",92021,"619 447-9119",NA,28,0,NA,NA,NA,NA,NA,-116.934421371934,32.8205310066031
"514","SPIRIT AUTO CENTER",3014,"12402 WOODSIDE AVE","LAKESIDE",92040,"510-842-9002",NA,24,0,NA,NA,NA,NA,NA,-116.925126908077,32.8572890296931
"515","STARS PETROLEUM, INC. (MOBIL)",12405,"1910 MAIN ST","RAMONA",92065,"760-788-7800","JIM KURTENBACK",56,0,NA,NA,NA,NA,NA,-116.8825274341,33.0327246402128
"516","STONECREST GAS AND WASH, INC.",14670,"3690 MURPHY CANYON RD","SAN DIEGO",92123,"858 874-3119",NA,52,0,50,"KEARNY MESA",4422.62522793,192654079.159,85207.8673967,-117.116457137492,32.8085600977941
"517","SUN VALLEY FUEL",4198,"550 N ESCONDIDO BLVD","ESCONDIDO",92025,"760 745-6193","BASHER JARBO",24,0,NA,NA,NA,NA,NA,-117.087288077696,33.1255601809568
"518","SUNDANCE MARKET 2",2320,"4689 MARKET ST","SAN DIEGO",92102,"262-6627",NA,26,0,11,"ENCANTO NEIGHBORHOODS,SOUTHEASTERN",3810.65246109,165991994.197,65747.9107336,-117.093897724961,32.7111174286547
"519","SUPER STAR STATIONS INC",13413,"1110 E MAIN ST","EL CAJON",92021,NA,NA,24,0,NA,NA,NA,NA,NA,-116.944276783949,32.795242253088
"520","SUPREME GASOLINE",15499,"196 BRDWY","CHULA VISTA",91910,"619 427-8484",NA,24,0,NA,NA,NA,NA,NA,-117.093966337529,32.6415456626118
"521","SWEETWATER GAS",15555,"2835 SWEETWATER RD","SPRING VALLEY",91977,"619 589-6089",NA,20,0,NA,NA,NA,NA,NA,-117.014141869543,32.7364462161439
"522","SYSCO PETROLEUM",14618,"2777 HEALTH CENTER DR","SAN DIEGO",92123,"619-920-1188",NA,28,0,35,"SERRA MESA",2210.57457253,96335366.3695,57827.3555222,-117.156528154197,32.7930449114178
"523","TEXACO-CALIFORNIA FINEST OIL, INC",12851,"1102 HOLLISTER ST","SAN DIEGO",92154,NA,NA,22,0,25,"OTAY MESA-NESTOR",5367.82083453,233822275.552,95210.7085828,-117.084457408299,32.5762298024566
"524","TEXACO-E & D STATION INC",2354,"312 S MAIN ST","FALLBROOK",92028,"760-728-2843",NA,12,0,NA,NA,NA,NA,NA,-117.251021284455,33.3799596930959
"525","TEXACO-FALLBROOK",18,"936 E MISSION RD","FALLBROOK",92028,"760-731-6480",NA,40,0,NA,NA,NA,NA,NA,-117.241814276884,33.3870408828098
"526","TEXACO-QUICK MART",10278,"3105 FAIRMONT AVE","SAN DIEGO",92105,"619-283-2533",NA,14,0,56,"MID-CITY:CITY HEIGHTS",2935.50927873,127870892.422,53479.7643387,-117.100668813163,32.7386545116138
"527","THRIFTY  #9575",2679,"1551 ROSECRANS AVE","SAN DIEGO",92106,"619-222-8919",NA,30,0,30,"PENINSULA",5282.33053107,230118805.311,128220.9802,-117.226900350382,32.7268195025363
"528","THRIFTY #9532",2659,"700 AVOCADO AVE","EL CAJON",92020,"714 670 5051",NA,36,0,NA,NA,NA,NA,NA,-116.958172051094,32.7873751857003
"529","THRIFTY #9561",12484,"833 TURQUOISE ST","SAN DIEGO",92109,NA,NA,30,0,27,"PACIFIC BEACH",2609.08329077,113649440.618,60036.3387182,-117.258830059891,32.8084868607713
"530","THRIFTY #9564",2667,"6404 MISSION GORGE RD","SAN DIEGO",92120,"714-670-5179",NA,16,0,20,"NAVAJO",9087.30876031,395843630.815,113466.64168,-117.098097648414,32.7901406758425
"531","THRIFTY #9568",2671,"401 TELEGRAPH CANYON RD","CHULA VISTA",91910,NA,NA,36,0,NA,NA,NA,NA,NA,-117.046248153819,32.6287993451616
"532","THRIFTY #9569",2673,"1734 HIGHLAND AVE","NATIONAL CITY",91950,NA,NA,40,0,NA,NA,NA,NA,NA,-117.095829997267,32.6697344927978
"533","THRIFTY #9571",2675,"4330 ORANGE AVE","SAN DIEGO",92105,NA,NA,30,0,56,"MID-CITY:CITY HEIGHTS",2935.50927873,127870892.422,53479.7643387,-117.101143036091,32.7534086384162
"534","THRIFTY #9572",2676,"1484 E WASHINGTON AVE","EL CAJON",92019,"714-670-5179",NA,36,0,NA,NA,NA,NA,NA,-117.063165605285,33.1362937962506
"535","THRIFTY #9573",2677,"1525 N MAGNOLIA AVE","EL CAJON",92020,NA,NA,20,0,NA,NA,NA,NA,NA,-116.961936216672,32.818708153957
"536","THRIFTY #9574",2678,"9009 CARLTON HILLS BLVD","SANTEE",92071,"714-670-5179",NA,36,0,NA,NA,NA,NA,NA,-116.996172712894,32.8412359604453
"537","THRIFTY #9577",2682,"489 W MAIN ST","EL CAJON",92020,NA,NA,16,0,NA,NA,NA,NA,NA,-116.967498562499,32.7944921015008
"538","THRIFTY #9749",2691,"802 N COAST HIGHWY","OCEANSIDE",92054,"714-670-5179",NA,24,0,NA,NA,NA,NA,NA,-117.383656091268,33.2013105865572
"539","THRIFTY #9751",2693,"1902 SUNSET CLIFFS BLVD","SAN DIEGO",92107,NA,NA,16,0,23,"OCEAN BEACH",641.45056657,27941631.7469,37944.3610656,-117.247563799252,32.7451284077539
